Gene.symbol	Gene.ID	adj.P.Val	logFC
SNTB2	6645	1.12439861825164e-14	-1.86022571342403
EMP1	2012	1.12439861825164e-14	3.85759896180386
SPAG5	10615	1.18169961639463e-14	2.00879504296032
CAPRIN1	4076	1.19513888339135e-14	0.948071743549889
CCNA2	890	1.42250194176788e-14	2.29715325647279
MINK1	50488	1.9625237384307e-14	-1.40734130251134
TUBB	203068	2.35383314969927e-14	1.34036160143764
MSH5-SAPCD1///MSH5	100532732///4439	2.35383314969927e-14	1.64889663204195
TRPC2	7221	2.49954991754704e-14	1.77405254803968
DNAJB9	4189	3.06716620456851e-14	-1.56944859845125
PCNA	5111	3.14693153156351e-14	2.09183679341837
KIAA0101	9768	3.47214034936843e-14	1.88401066591383
HNRNPAB	3182	3.54257429120745e-14	1.50203541267687
THAP5	168451	3.54257429120745e-14	-1.79293227160771
RASSF3	283349	3.63525551352441e-14	-2.32466825160204
BMP1	649	3.6421352526951e-14	1.32091746861565
KIT	3815	3.80502946101004e-14	4.86400851021202
FOXM1	2305	5.42482719401777e-14	1.94159098212699
NREP	9315	7.18334758142757e-14	3.03882826571655
CCNB2	9133	9.77560779231439e-14	2.76990424326417
TBC1D25	4943	9.77560779231439e-14	-1.14441733064512
NUSAP1	51203	1.06406575969359e-13	2.19594652683334
RAB11FIP4	84440	1.06406575969359e-13	-1.99885479313605
EXO1	9156	1.19256990177984e-13	2.47469098344445
IGF2BP2	10644	1.38993126881087e-13	3.27423061079705
SCML4	256380	1.38993126881087e-13	-2.14020081445691
HMGB3	3149	1.55314698083886e-13	1.77049704193084
SMIM3	85027	1.90323815892738e-13	2.36945847277325
BTBD3	22903	2.0946896938542e-13	2.6249937758152
POLQ	10721	2.0946896938542e-13	2.09197758109184
CDT1	81620	2.25005384829163e-13	1.71491252610091
DDX58	23586	2.33282487334978e-13	-2.31890457755782
CLSPN///CLSPN	63967///63967	2.33282487334978e-13	2.6115634559093
BAHCC1	57597	2.39291030051746e-13	1.73834147832313
NFIX	4784	2.47817512064517e-13	1.77364145945919
GINS2	51659	2.64866423411047e-13	1.95067830166894
TADA2B	93624	2.64866423411047e-13	-1.6476771024932
LOC81691	81691	3.11465629018594e-13	2.34238707287642
CDCA4	55038	3.40343875759966e-13	1.39988151452268
PATL2	197135	3.69778566474281e-13	-1.80930703638662
		3.8699811403162e-13	2.78375587689796
SUCNR1	56670	3.92985903755507e-13	2.99681551599093
KCTD7	154881	3.92985903755507e-13	-1.80992584584354
GUCY1A3	2982	4.81439663207267e-13	4.32681910592404
NET1	10276	4.83630333451737e-13	2.20809744878912
ERLIN1	10613	5.29125343474854e-13	2.14276105773923
KIF14	9928	5.31221436596208e-13	2.19593366886508
LRP8	7804	6.12561632567146e-13	1.51025738251474
TTC22	55001	6.46797679613845e-13	-1.17530211699773
KIAA1551	55196	6.74935141706591e-13	-2.35586459494558
TECPR1	25851	7.21573782248107e-13	-1.00540277742857
LINC01599	196913	7.49596425623362e-13	-1.52569748085374
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	8363///8362///8363///8362	7.63443917157921e-13	1.79008121320975
GON4L	54856	8.02530714759278e-13	-0.859314804987527
KIAA0355	9710	8.26312574304217e-13	-1.64764240238775
BRCA2	675	8.83028608524868e-13	1.97647687273923
CPA3	1359	8.99328424314393e-13	3.55737886008617
LUZP1	7798	9.33208465946839e-13	1.5655106869229
RAD51AP1	10635	9.3583280739359e-13	2.23439844010431
NCAPH	23397	1.04330581645604e-12	1.93840420835828
CENPI	2491	1.15687366205431e-12	2.24023758153968
ATP8B4	79895	1.24478234849944e-12	4.94131554926644
FBXO33	254170	1.4267679872057e-12	-1.32344650877211
CCZ1B///CCZ1	221960///51622	1.4267679872057e-12	-1.63176257154535
SEC16B	89866	1.59495682892507e-12	0.788173480212019
ARSG	22901	1.71043333325586e-12	-2.28866524017233
HIST2H3D///HIST2H3A///HIST2H3C	653604///333932///126961	1.71043333325586e-12	2.12569820585374
SPC25	57405	1.80390116388255e-12	2.19639068827098
DLGAP5	9787	1.98136485017799e-12	2.7354726752449
TM7SF3	51768	2.02174787086185e-12	1.41015124526758
MAFG	4097	2.3481426738784e-12	1.83407314553288
DIAPH3	81624	2.48406594807644e-12	1.91092967643311
GIN1	54826	2.49224550483725e-12	-1.6736672628322
XRCC2	7516	2.62969201019243e-12	2.23132431801814
RCN1	5954	2.78931833707634e-12	2.04870853658617
HACD1	9200	2.99569958839936e-12	2.43456299142517
PRSS57	400668	3.06589673741873e-12	2.36865737568594
STK38	11329	3.38605036339844e-12	-1.8804326870068
DNMT3B	1789	3.43338996086954e-12	1.84456217686395
SH3TC2	79628	3.51833652328327e-12	1.16210375625964
GINS1	9837	3.68435008855509e-12	2.30885823746825
IL18	3606	3.703766270445e-12	3.31645985812472
KIF15	56992	3.71473128224097e-12	1.96828328974603
HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	723790///317772///8338///8337	3.86099225733371e-12	1.74974611286282
PRR11	55771	3.86099225733371e-12	2.11328645383447
		4.26771199053165e-12	-1.43859081495125
SNORD52	26797	4.37199290004211e-12	1.88990420896145
EZH2	2146	4.37199290004211e-12	1.74279002396599
		4.48013570156213e-12	-1.82422738337301
EXOC8	149371	4.51418882300013e-12	-1.07100731338775
MPDU1	9526	5.0207276649295e-12	1.42563371304422
GLTSCR1L	23506	5.36691357472642e-12	-1.32884184800567
SYNRG	11276	5.49698459423616e-12	-1.52326725604875
STK26	51765	5.61178511792291e-12	0.832070857937644
TEX2	55852	5.7800305013961e-12	1.33064840572109
CCM2	83605	6.07844552779873e-12	-1.22191045064059
TFRC	7037	6.81726249895092e-12	2.24290492955896
MSRB3	253827	7.12024312344926e-12	3.33957525768254
ORC1	4998	7.4309159419268e-12	1.99692358986621
ASPM	259266	8.06434315944455e-12	2.50196107826077
CENPJ	55835	8.06434315944455e-12	1.79805713187075
CKS1B	1163	8.77239926707969e-12	1.99998592069048
H2AFY	9555	9.22277260757625e-12	1.44378517851701
TM4SF1	4071	9.22277260757625e-12	2.46197752621429
CDK5R1	8851	9.50519926995847e-12	-1.03727353760431
PPP2R5C	5527	9.54213134919902e-12	-1.78094679972562
		9.95779776180279e-12	-0.970074139055554
CDC25A	993	1.03434674922354e-11	1.79713843244785
TINF2	26277	1.06452625937022e-11	-0.979884696379818
CERS6	253782	1.06452625937022e-11	1.49213443320182
HPRT1	3251	1.06601428064708e-11	1.51849684956576
		1.10698546136699e-11	2.28704996764853
HOXB3	3213	1.14143334826098e-11	1.89430244640363
BUB1	699	1.15604958254523e-11	2.24992873509977
ATAD2	29028	1.16422853297217e-11	1.57632037393198
RAD51	5888	1.17202640802056e-11	1.84846904998753
TTK	7272	1.24694302599829e-11	2.23504714605669
SLC7A5	8140	1.25814324482416e-11	1.7937844524025
HJURP	55355	1.30792270963825e-11	1.78662754098526
HSP90AA1	3320	1.39929936486153e-11	1.16422577768481
UHRF1	29128	1.51307739737203e-11	1.98998455168708
TFPI	7035	1.58277005493318e-11	3.73332428403401
RRM2	6241	1.58886887917514e-11	2.11699722487642
IQCJ-SCHIP1///SCHIP1	100505385///29970	1.59586000225251e-11	2.98840263598186
ZWINT	11130	1.64282360526167e-11	1.65462662741723
TAP1	6890	1.65359556188843e-11	-1.80516211883787
GNA15	2769	1.73652307220893e-11	3.12382054370748
SOX4	6659	1.94920197223628e-11	2.19879889168594
HDGF	3068	2.1477260789858e-11	1.04214101432313
SPNS2	124976	2.26149997259279e-11	1.58351259720749
MRC1	4360	2.34698963835421e-11	3.04859703215193
RINL	126432	2.38354579225461e-11	-0.854585730795918
ITGA9	3680	2.58710071574988e-11	2.63793711892744
GMNN	51053	2.61666250726923e-11	1.8464840326678
GPR155	151556	2.68535806040919e-11	-2.97689855293424
CPT1A	1374	2.72326979133748e-11	1.85151074868481
MAP7	9053	2.72326979133748e-11	2.07380500496372
SLC22A16	85413	2.72326979133748e-11	2.55296814786621
ANKZF1	55139	3.0226585987115e-11	-0.974920242734692
MGST1	4257	3.0226585987115e-11	3.55908251756916
BAIAP3	8938	3.31693835707859e-11	-1.1960724270975
		3.51385181759341e-11	1.39065704031066
ADAM19	8728	3.73184812607629e-11	-2.70379740020295
IFT122	55764	3.86576094555232e-11	1.20053715837982
BTN3A1	11119	4.14523648032146e-11	-2.01173447436734
		4.24211320213996e-11	1.74094858269161
PANK4	55229	4.40244398992986e-11	-0.948928983804986
TK1	7083	4.50849933537865e-11	1.78384948485034
DEPDC1B	55789	5.03370778958502e-11	2.0924736368254
PSMD1	5707	5.13070762504313e-11	1.2597136919093
TWSG1	57045	5.2010588665737e-11	1.79006564266667
CAPN11	11131	5.2170081764684e-11	1.105277305661
PNP	4860	5.316941006627e-11	2.30127284865533
GVINP1	387751	5.93038325162098e-11	-2.67165897819841
GAPDH	2597	6.23776293338972e-11	0.766454617074833
POLE2	5427	6.43373062278002e-11	1.71866472552948
MIR221	407006	6.45224566830818e-11	2.52216713421089
E2F8	79733	7.02860326806398e-11	1.9010772319025
MIA3	375056	7.12376414235196e-11	-0.748083708207481
TIRAP	114609	7.32407613262017e-11	-1.32100022000453
ANGPT1	284	7.45767336249373e-11	2.96306563134694
AKR1C3	8644	8.09460538130225e-11	3.35897752504989
DPP3	10072	8.20428801268185e-11	1.30370475553515
TRIP13	9319	8.70205316877743e-11	1.95396211606916
KIF4A	24137	8.75264223570673e-11	2.26831879373243
CNNM3	26505	8.94390656247835e-11	-0.867533643808388
CHAF1A	10036	9.24264486407181e-11	1.34234274213152
PRUNE1	58497	9.2961110093329e-11	-1.39801888115079
ARHGAP11B	89839	9.54528330725084e-11	2.12529265304195
		9.84828517552944e-11	-1.23858599838889
C11orf74	119710	1.00020297872955e-10	1.78000408065533
NUCB2	4925	1.19444049530054e-10	2.06134543418594
KIF20A	10112	1.24065800511044e-10	2.37317675069275
EIF5AL1///EIF5A	143244///1984	1.24646683448502e-10	1.64859779235714
EIF5AL1///EIF5A	143244///1984	1.51887081566068e-10	1.35431553607483
KIAA1324	57535	1.51887081566068e-10	-2.86807449707823
PTX3	5806	1.61075131302027e-10	2.2632865060068
		1.62897229289494e-10	1.12460044675964
ZBTB24	9841	1.64986009033822e-10	-1.28715316079818
CDC6	990	1.76724674560766e-10	2.43377175435601
MIRLET7G	406890	1.84284160908008e-10	-1.91375796513038
PLCL2	23228	1.88241143310486e-10	-1.89971809574036
MAST3	23031	1.89779975991164e-10	-1.54155364659297
CHD1L	9557	1.94229357468203e-10	1.82543320631746
B3GALT4	8705	1.96567761644987e-10	-1.04411296562358
CCNB1	891	1.98492780021452e-10	2.88296874581746
CYP7B1	9420	1.99612136468275e-10	1.39198941717234
PPM1M	132160	2.1007063900229e-10	-1.40724464256349
XKRX	402415	2.14353025788951e-10	-1.08313327561111
TICRR	90381	2.19486668264416e-10	1.84931753459524
GSS	2937	2.19486668264416e-10	1.44232199066894
HOXB5	3215	2.21855422355144e-10	1.26515708633333
PIWIL4	143689	2.25672270943829e-10	2.49464297530159
ZDHHC9	51114	2.30272130650539e-10	1.56236722210885
TUSC2	11334	2.42715863345621e-10	-0.744456330701813
		2.66250037043419e-10	0.90605933081973
ZNF367	195828	2.71145607655176e-10	1.21494400242631
ZNF24	7572	2.71339617365259e-10	-0.838763763081632
		2.72389705298458e-10	-1.67787920018367
CDKN1B	1027	2.74898198216222e-10	-1.35645694117687
HDAC2	3066	2.81303568115102e-10	0.880996475849209
ZNF652	22834	2.81303568115102e-10	-1.51819306360884
SLC4A1	6521	2.8887681124928e-10	2.92151844780046
NCK2	8440	2.89327331215591e-10	-1.73029364721542
STAB1	23166	2.96867706197273e-10	2.29600305501361
NIPSNAP3A	25934	3.09880205331216e-10	1.64662690552835
METTL4	64863	3.18496945198532e-10	-1.26698293452267
C7orf43	55262	3.25719998042582e-10	-1.05572244869614
ANKRD28	23243	3.25719998042582e-10	1.97999185488549
NOCT	25819	3.38350329745072e-10	1.66469967612132
DEDD2	162989	3.38357720333063e-10	-1.25681933155329
RGS14	10636	3.38357720333063e-10	-1.12695988965873
MAFG	4097	3.38357720333063e-10	1.50112516734921
KIAA1524	57650	3.38357720333063e-10	1.87584421784467
PECR	55825	3.49536664166242e-10	-2.16251306721542
C3orf80	401097	3.53827121567788e-10	1.90761608144671
TRIM62	55223	3.62941375296278e-10	-1.01089374266326
SH2D3A	10045	3.67590808484284e-10	-1.0643351484195
AIM2	9447	3.68176410856433e-10	-2.73901916538208
VOPP1	81552	3.72994868289157e-10	-1.19252994490476
TAP2	6891	3.73504037250409e-10	-1.12547722841837
AZU1	566	3.87751242611024e-10	2.40197318979705
HELLS	3070	4.05838897899153e-10	2.03768199983333
TPSB2///TPSD1///TPSAB1	64499///23430///7177	4.23752849436475e-10	1.74005668405896
ZNF862	643641	4.49759356965244e-10	-1.0430144831814
		4.63946126859369e-10	1.25507261377778
ESCO2	157570	4.72938965962436e-10	2.18599287817801
ATP1B1	481	4.75400330780598e-10	2.7184391124195
WEE1	7465	4.99060374661625e-10	2.28728376952495
FAM234A	83986	5.43943850466119e-10	0.815924609741498
GDPD3	79153	5.43943850466119e-10	-2.20202784515986
CKAP2L	150468	5.4815109185991e-10	1.89476618703968
MSH5-SAPCD1///MSH5	100532732///4439	5.85051906248968e-10	1.79055786323016
MROH7-TTC4///MROH7	100527960///374977	5.93810005880687e-10	0.935491528756236
HPGDS	27306	5.98438124091481e-10	2.94246814301928
WDHD1	11169	5.99818084963913e-10	2.22210068474603
TP53I3	9540	6.00290446563069e-10	1.47768020019388
SCML2	10389	6.25005264925248e-10	2.73607206330612
SYNE1	23345	6.31043292669459e-10	-1.76160379696485
C10orf11	83938	6.31853779784135e-10	2.51896990687755
DOCK7	85440	6.3867666879171e-10	1.78028740301588
IGFLR1	79713	6.3867666879171e-10	-1.07854648129252
RNF220	55182	6.3867666879171e-10	1.72823520442177
ISCU	23479	6.48390668498036e-10	-0.975086078721086
RCC1///SNHG3///RCC1	1104///8420///1104	6.54904731981832e-10	1.50094661580272
MELK	9833	6.54904731981832e-10	2.29731792385714
CYB561D1	284613	6.65787229910136e-10	-1.12744180403741
CALR	811	6.89791069980702e-10	1.28391519602948
CDK1	983	6.8995569511318e-10	2.22380094475624
EREG	2069	7.01311909289952e-10	2.67188918917007
TCP1	6950	7.78997058891255e-10	1.25233957569842
STIL	6491	7.98152646900726e-10	1.69696632443538
GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP///ULK4P1///CHRFAM7A	728047///653720///653125///653075///653073///643699///283796///89838///89832	7.98152646900726e-10	1.69962692539569
HMGXB4	10042	7.98152646900726e-10	0.906493618472791
ISG20	3669	8.12424962386833e-10	-2.03493521070521
FANCA	2175	8.53381549758541e-10	1.16576626980499
ZNF75D	7626	8.8509691697003e-10	-0.889813285946711
MNS1	55329	8.85196079750301e-10	1.94453583457256
STON2	85439	9.03508844213131e-10	2.45221377557823
		9.55266433028575e-10	-1.63673947078118
SHCBP1	79801	9.67756513275169e-10	2.52342777230726
LOC283588	283588	9.72167328397515e-10	-1.38439199684013
EML4///ALK	27436///238	9.89586857580663e-10	-1.53790148926304
KNL1	57082	1.00393319256215e-09	1.9755631410941
ISY1-RAB43///RAB43	100534599///339122	1.09138710506775e-09	-1.53548098286734
MECP2	4204	1.11608700176681e-09	-1.02691718263832
AKNA	80709	1.14000574911238e-09	-1.14006338994218
		1.14000574911238e-09	0.93292569473016
RIC3	79608	1.15832619051564e-09	-1.89386707344558
B4GALT6	9331	1.19631323350404e-09	2.86674268376191
CHAF1B	8208	1.31231004390062e-09	1.60222509036621
SMCHD1	23347	1.31475929501741e-09	-1.22259174282993
ESPL1	9700	1.31578961652648e-09	1.41250390977324
NME1-NME2///NME1	654364///4830	1.31578961652648e-09	2.39566283855556
ZBTB2	57621	1.31647177555329e-09	-0.957498434570294
GPR15	2838	1.32898325509927e-09	-2.66803159914059
UCK2	7371	1.33591598251682e-09	2.03679623972789
MEIS1	4211	1.33591598251682e-09	3.84381492650227
CA1	759	1.33680532633282e-09	4.08730611956349
SLC37A3	84255	1.39217428355041e-09	-2.25432798813038
		1.4110983225973e-09	-1.38557489511111
CLSPN	63967	1.41274031055385e-09	1.90987652663946
CDK2	1017	1.43677553419182e-09	1.38698773671656
		1.45894087584372e-09	0.893839544895693
MIR10A	406902	1.4822336493304e-09	0.922298864123584
KIF18A	81930	1.49361958016773e-09	1.76138974078458
CHMP7	91782	1.53693320628066e-09	-1.59933406636281
MMP2	4313	1.53693320628066e-09	1.7459656328288
MAP3K14	9020	1.5465116268022e-09	-0.914480476004533
LTBP1	4052	1.65057070288823e-09	2.46006516774943
PTBP2	58155	1.70607026042897e-09	1.26214511690136
TNFRSF21	27242	1.73744828082347e-09	2.26066604138889
		1.7517802312724e-09	-1.90442149607596
ZBTB38	253461	1.84340550383871e-09	-1.98596424552608
TEC	7006	1.84340550383871e-09	2.43482497904989
ADCY2	108	1.88945084913599e-09	1.22177643461225
		1.98107479789199e-09	-1.15951819467007
PARPBP	55010	2.00651917257982e-09	1.58231573730386
KIAA0040	9674	2.00708553890901e-09	-2.90610416002608
IGSF10	285313	2.00708553890901e-09	3.10337514562472
STARD10	10809	2.00708553890901e-09	-1.24532186460544
PPARD	5467	2.01938036066757e-09	-1.32398636423583
PXMP2	5827	2.0307156001e-09	1.1934202829898
RAB28	9364	2.07251516584035e-09	-1.03698635166213
C17orf62	79415	2.08580906363203e-09	-1.00994075214626
VSIG1	340547	2.12085425458317e-09	-3.12615281122902
LAMTOR4	389541	2.16092210016692e-09	-1.02392868449546
RFC3	5983	2.1979827317491e-09	1.62063597049773
		2.32779779700943e-09	1.50956473161338
AQP1///AQP1	358///358	2.39986628485439e-09	1.37456685901134
AHCY	191	2.4094031276515e-09	1.4718485514025
PAICS	10606	2.41832597038315e-09	2.01407032773923
KCTD3	51133	2.43516713778287e-09	2.54505579981406
FAM103A1	83640	2.51047980657261e-09	-0.9202858755034
SHISA5	51246	2.51047980657261e-09	-1.32931349563832
C1orf186	440712	2.51526417614489e-09	2.44328734627891
GATA2	2624	2.51662115203655e-09	2.0773805972517
PPT2-EGFL8///EGFL8///PPT2	100532746///80864///9374	2.53330519776749e-09	1.45794816205329
CANX	821	2.61150814790906e-09	0.917528361700683
TCAF2P1///TCAF2	653691///285966	2.61630545955551e-09	-1.33864194768254
PIEZO2	63895	2.63631191098313e-09	1.9048860760771
HIST1H3H///HIST1H2AI	8357///8329	2.70549023852885e-09	2.26119410765533
HIST2H2AB///HIST2H2AB	317772///317772	2.70549023852885e-09	1.39651406380159
OCRL	4952	2.77520969394977e-09	1.59056031735034
ZBTB18	10472	2.77782350433613e-09	-1.62807635476757
		2.77782350433613e-09	-1.9636385390805
LPAR4	2846	2.80716478871933e-09	1.88703198399887
SPN	6693	2.82688705583593e-09	1.84425587597166
STK4	6789	2.83493814979251e-09	-0.964573010896821
NUP93	9688	2.85092301223886e-09	0.87931253429252
FAM223A///FAM223B	100132967///286967	2.87537354389128e-09	-1.13922553509977
RRM1	6240	2.89292524882125e-09	1.71515937662925
MAPK13	5603	2.92408768483586e-09	-1.9865751398322
WHSC1	7468	2.92638979164675e-09	1.1608345180737
SGPP1	81537	2.92638979164675e-09	-1.24103639651474
P2RY10	27334	2.94487068402366e-09	-3.9154159548424
CD36	948	2.94487068402366e-09	4.07533112537755
WT1	7490	3.01674141982985e-09	1.93883133012358
CDKN2C	1031	3.40235583267145e-09	1.44171884853061
MALAT1	378938	3.47446439642004e-09	-1.09534172795805
OCM///OCM2	654231///4951	3.47446439642004e-09	-0.970731386802719
KIFC1	3833	3.47446439642004e-09	1.77754236941043
RUSC2	9853	3.57579243032571e-09	1.30595200658844
RNF167	26001	3.63199773280583e-09	-0.953371509044216
SLC39A8	64116	3.65650044913808e-09	1.70736459690817
B3GALNT1	8706	3.66346516262417e-09	1.96752023587529
CXCL2	2920	3.71392493542972e-09	2.0697485136678
MSL3	10943	3.75273073196452e-09	-1.01506665041043
SNORD75	692195	3.75273073196452e-09	1.8147418737415
ZNF33A	7581	3.75273073196452e-09	-1.17414400593877
HSPA5	3309	4.10029392969298e-09	1.11650609820182
METTL25	84190	4.1575132689453e-09	-1.01310756669614
		4.15787109717884e-09	1.71152905686848
MIR29A	407021	4.46974068329333e-09	-1.34654225146599
RAVER2	55225	4.56853616734259e-09	2.20060073943878
EZH1	2145	4.59198832226846e-09	-1.09983766057823
		4.67373628447818e-09	-1.42722294373923
SELM///SELM	140606///140606	4.71726925174586e-09	-1.12451842819047
GNL2	29889	4.7316919135682e-09	1.17925576955669
TRMO	51531	4.75984789618621e-09	-1.08516094915419
HMGXB3	22993	4.78471512512742e-09	0.971533389012475
FAM98C	147965	4.78471512512742e-09	-0.723162706714284
CCNE1	898	4.90312508510348e-09	1.57367175200454
NPRL2	10641	5.04506847391458e-09	-0.882274890048751
INTS7	25896	5.04506847391458e-09	1.60086941220522
ECE1	1889	5.16377182772172e-09	-2.28106991356236
RBBP8	5932	5.25514121294842e-09	1.66105049663832
CCDC169-SOHLH2///CCDC169	100526761///728591	5.29575646094819e-09	2.15551673603742
PNKD	25953	5.69524289753786e-09	1.1989797565
CDCA2	157313	5.83290360289289e-09	2.01385233865873
STARD3	10948	6.12360353444623e-09	-0.690669309206348
YWHAE	7531	6.20550797386129e-09	1.39420094074037
COL4A5	1287	6.25689769634781e-09	0.925391141573698
C7orf26	79034	6.51339006837859e-09	-0.76801827372789
CXCL3	2921	6.58484758150736e-09	1.25315514365306
KCNK5	8645	6.58484758150736e-09	2.53546041605782
HBD	3045	6.72521376081858e-09	3.08403686212018
CDCA5	113130	6.81767539134319e-09	1.34154195079025
CAPN7	23473	6.81803895827127e-09	-0.891350280769839
TMEM45B	120224	7.17037608430504e-09	-1.88720527182426
DHFR	1719	7.17657562817209e-09	1.42818901772336
KIF2C	11004	7.20344368256542e-09	1.97681992265306
HAVCR2	84868	7.27089418438889e-09	2.00183699073016
LSR	51599	7.2760027281756e-09	-1.26418689068934
PRELID2	153768	7.74140247498809e-09	2.37150206776191
FAM72A///FAM72D///FAM72B	729533///728833///653820	7.75582911334995e-09	2.37433039602154
E2F1	1869	7.88236300081441e-09	0.819638286413833
LARP1B	55132	7.8850400679189e-09	1.1966271389966
PSMD14	10213	7.9294940480365e-09	1.84568400004875
LMTK2	22853	7.9294940480365e-09	-1.32383989845125
		7.93591842315613e-09	1.17855412878005
CYTL1	54360	7.93933724541975e-09	2.56250573951588
GCSHP3///LOC729080///LOC641746///GCSH	100329109///729080///641746///2653	8.0488922416841e-09	1.33816277267007
SUGP2	10147	8.0488922416841e-09	0.95839455623016
PCF11	51585	8.10969543956454e-09	-0.850407680486395
APBA3	9546	8.29306835864139e-09	-0.868730494218818
DYNC2LI1	51626	8.29306835864139e-09	1.09076904013832
CDK4	1019	8.33670527164542e-09	1.46945223402721
ATP2A2	488	8.52953677691399e-09	0.929689554433109
DMWD	1762	8.56829627959641e-09	-0.839183994467119
ACACA	31	8.80004095073251e-09	1.53741406582993
WNT10A	80326	8.98188814094355e-09	-0.666217644766438
TRIM39-RPP21///TRIM39	202658///56658	8.98188814094355e-09	-0.865410477517005
SLC44A2	57153	8.98188814094355e-09	-2.631501501839
SOCS6	9306	9.11878535283622e-09	1.98105585551701
FAH	2184	9.63513049383978e-09	2.08797664166667
COMT	1312	9.79349848790284e-09	1.36219485055669
IDH2	3418	9.82363006368339e-09	0.971369824419506
SMOX	54498	1.00946081118175e-08	1.6067125252551
FAM124B	79843	1.06315217673546e-08	1.58900532756463
FUT4	2526	1.06879966384422e-08	1.15681215342744
UHRF1BP1	54887	1.08469588690925e-08	1.14203538562018
TIE1	7075	1.09281846245686e-08	1.68926053299887
PPP1R2	5504	1.09686036004302e-08	-1.05858278318027
CNTROB	116840	1.09767477942653e-08	0.969234609340138
SMC2	10592	1.10873498810762e-08	1.84925693287869
MCM6	4175	1.1667097022579e-08	2.26970566370295
HIVEP2	3097	1.16984464426267e-08	-2.51260306338208
RAD54L	8438	1.21885172687259e-08	1.36294764787755
ZNF398	57541	1.23507681556918e-08	-1.04728459224716
XPNPEP1	7511	1.26413570683925e-08	1.53332118086962
